n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,obj1,obj2
0582,4,1,4,4,4,0.6325,5086
0583,4,1,4,4,8,0.6447,5391
0584,4,1,4,4,16,0.6116,6256
0585,4,1,4,4,32,0.6688,8773
0586,4,1,4,4,64,0.6688,8773
0588,4,1,4,5,2,0.5660,4971
0589,4,1,4,5,4,0.6748,6030
0590,4,1,4,5,8,0.6654,6658
0591,4,1,4,5,16,0.6227,7717
0592,4,1,4,5,32,0.6227,7717
0595,4,2,1,1,2,0.6306,1628
0596,4,2,1,1,4,0.5939,1653
0597,4,2,1,1,8,0.6171,1685
0598,4,2,1,1,16,0.6175,1746
0599,4,2,1,1,32,0.6163,1867
0600,4,2,1,1,64,0.6170,2112
0601,4,2,1,1,128,0.6543,2472
0602,4,2,1,2,2,0.6427,2249
0603,4,2,1,2,4,0.7110,2359
0604,4,2,1,2,8,0.6724,2324
0605,4,2,1,2,16,0.6579,2471
0606,4,2,1,2,32,0.6714,2714
0607,4,2,1,2,64,0.6560,3316
0608,4,2,1,2,128,0.6540,4008
0609,4,2,1,3,2,0.7595,2773
0610,4,2,1,3,4,0.7512,2986
0611,4,2,1,3,8,0.6592,2922
0612,4,2,1,3,16,0.6511,3049
0613,4,2,1,3,32,0.6528,3584
0614,4,2,1,3,64,0.6715,4134
0615,4,2,1,3,128,0.7093,5607
0616,4,2,1,4,2,0.7462,3278
0617,4,2,1,4,4,0.7338,3469
0618,4,2,1,4,8,0.7698,3672
0619,4,2,1,4,16,0.7242,3939
0620,4,2,1,4,32,0.7276,4553
0621,4,2,1,4,64,0.8462,5284
0622,4,2,1,4,128,0.8462,5284
0623,4,2,1,5,2,0.8246,3715
0624,4,2,1,5,4,0.8582,3742
0625,4,2,1,5,8,0.8747,3979
0626,4,2,1,5,16,0.8089,4211
0627,4,2,1,5,32,0.8713,5013
0628,4,2,1,5,64,0.8205,6075
0629,4,2,1,5,128,0.8205,6075
0630,4,2,2,1,2,0.5531,1790
0631,4,2,2,1,4,0.5668,1893
0632,4,2,2,1,8,0.5934,1880
0633,4,2,2,1,16,0.5780,2041
0634,4,2,2,1,32,0.5583,2342
0635,4,2,2,1,64,0.6082,2836
0636,4,2,2,1,128,0.5456,3690
0637,4,2,2,2,2,0.6304,2474
0638,4,2,2,2,4,0.6125,2699
0639,4,2,2,2,8,0.6649,2829
0640,4,2,2,2,16,0.6524,3089
0641,4,2,2,2,32,0.6087,3664
0642,4,2,2,2,64,0.5848,4456
0643,4,2,2,2,128,0.5946,6277
0644,4,2,2,3,2,0.6632,3189
0645,4,2,2,3,4,0.6176,3448
0646,4,2,2,3,8,0.6152,3635
0647,4,2,2,3,16,0.7926,3973
0648,4,2,2,3,32,0.6260,5005
0649,4,2,2,3,64,0.7144,6020
0650,4,2,2,3,128,0.7144,6020
0651,4,2,2,4,2,0.6719,3742
0652,4,2,2,4,4,0.6779,4313
0653,4,2,2,4,8,0.6803,4592
0654,4,2,2,4,16,0.6774,5058
0655,4,2,2,4,32,0.6552,6255
0656,4,2,2,4,64,0.7574,7797
0658,4,2,2,5,2,0.7631,4105
0659,4,2,2,5,4,0.7989,4774
0660,4,2,2,5,8,0.7715,5107
0661,4,2,2,5,16,0.8146,5663
0662,4,2,2,5,32,0.8190,7610
0663,4,2,2,5,64,0.8190,7610
0665,4,2,3,1,2,0.7832,2056
0666,4,2,3,1,4,0.5963,2079
0667,4,2,3,1,8,0.6226,2206
0668,4,2,3,1,16,0.5837,2344
0669,4,2,3,1,32,0.5796,2829
0670,4,2,3,1,64,0.5838,3449
0671,4,2,3,1,128,0.5932,4778
0672,4,2,3,2,2,0.8673,3153
0673,4,2,3,2,4,0.6189,3221
0674,4,2,3,2,8,0.6346,3342
0675,4,2,3,2,16,0.7313,3704
0676,4,2,3,2,32,0.6473,4623
0677,4,2,3,2,64,0.6279,5874
0678,4,2,3,2,128,0.6279,5874
0679,4,2,3,3,2,0.8438,4003
0680,4,2,3,3,4,0.6884,4246
0681,4,2,3,3,8,0.6981,4395
0682,4,2,3,3,16,0.7414,4851
0683,4,2,3,3,32,0.6870,6370
0684,4,2,3,3,64,0.6870,6370
0686,4,2,3,4,2,0.8698,5321
0687,4,2,3,4,4,0.7226,5192
0688,4,2,3,4,8,0.7117,5474
0689,4,2,3,4,16,0.7050,6067
0690,4,2,3,4,32,0.8138,8063
0691,4,2,3,4,64,0.8138,8063
0693,4,2,3,5,2,1.0494,5930
0694,4,2,3,5,4,0.8121,5743
0695,4,2,3,5,8,0.7842,6097
0696,4,2,3,5,16,0.8685,7407
0697,4,2,3,5,32,0.7823,9727
0700,4,2,4,1,2,0.4908,1948
0701,4,2,4,1,4,0.6269,2217
0702,4,2,4,1,8,0.5519,2305
0703,4,2,4,1,16,0.5176,2581
0704,4,2,4,1,32,0.5333,3210
0705,4,2,4,1,64,0.5333,3210
0706,4,2,4,1,128,0.5333,3210
0707,4,2,4,2,2,0.5559,2838
0708,4,2,4,2,4,0.5938,3387
0709,4,2,4,2,8,0.5924,3617
0710,4,2,4,2,16,0.6029,4110
0711,4,2,4,2,32,0.6022,5456
0712,4,2,4,2,64,0.6008,6993
0713,4,2,4,2,128,0.6008,6993
0714,4,2,4,3,2,0.5793,3890
0715,4,2,4,3,4,0.6094,4480
0716,4,2,4,3,8,0.6323,4900
0717,4,2,4,3,16,0.6284,5416
0718,4,2,4,3,32,0.6362,7519
0719,4,2,4,3,64,0.6362,7519
0721,4,2,4,4,2,0.7015,4717
0722,4,2,4,4,4,0.6695,5691
0723,4,2,4,4,8,0.6848,6180
0724,4,2,4,4,16,0.6465,6993
0725,4,2,4,4,32,0.6774,9623
0728,4,2,4,5,2,0.6996,5464
0729,4,2,4,5,4,0.7611,6438
0730,4,2,4,5,8,0.7047,7326
0731,4,2,4,5,16,0.7437,8203
0732,4,2,4,5,32,0.7437,8203
0735,4,3,1,1,2,0.6655,1810
0736,4,3,1,1,4,0.6494,1920
0737,4,3,1,1,8,0.6842,1941
0738,4,3,1,1,16,0.6858,1959
0739,4,3,1,1,32,0.6759,2226
0740,4,3,1,1,64,0.6225,2321
0741,4,3,1,1,128,0.6370,2696
0742,4,3,1,2,2,0.6694,2646
0743,4,3,1,2,4,0.7290,2839
0744,4,3,1,2,8,0.6872,2688
0745,4,3,1,2,16,0.7304,2817
0746,4,3,1,2,32,0.6758,3092
0747,4,3,1,2,64,0.7317,3676
0748,4,3,1,2,128,0.7317,3676
0749,4,3,1,3,2,0.8302,3025
0750,4,3,1,3,4,0.8210,3254
0751,4,3,1,3,8,0.8545,3294
0752,4,3,1,3,16,0.8422,3473
0753,4,3,1,3,32,0.8205,4000
0754,4,3,1,3,64,0.8101,4684
0755,4,3,1,3,128,0.8474,6065
0756,4,3,1,4,2,0.8749,3582
0757,4,3,1,4,4,0.8683,3934
0758,4,3,1,4,8,0.8281,4043
0759,4,3,1,4,16,0.8268,4405
0760,4,3,1,4,32,0.8631,5043
0761,4,3,1,4,64,0.8518,6120
0762,4,3,1,4,128,0.8518,6120
0763,4,3,1,5,2,0.8881,4309
0764,4,3,1,5,4,0.8430,4781
0765,4,3,1,5,8,0.8682,4924
0766,4,3,1,5,16,0.8877,5619
0767,4,3,1,5,32,0.8420,5912
0768,4,3,1,5,64,0.8744,6902
0769,4,3,1,5,128,0.8744,6902
0770,4,3,2,1,2,0.5842,1958
0771,4,3,2,1,4,0.5934,2116
0772,4,3,2,1,8,0.5546,2137
0773,4,3,2,1,16,0.6027,2285
0774,4,3,2,1,32,0.5771,2692
0775,4,3,2,1,64,0.5890,3003
0776,4,3,2,1,128,0.5631,3799
0777,4,3,2,2,2,0.6515,2837
0778,4,3,2,2,4,0.7145,3435
0779,4,3,2,2,8,0.6669,3398
0780,4,3,2,2,16,0.6668,3420
0781,4,3,2,2,32,0.6059,4033
0782,4,3,2,2,64,0.6260,4767
0783,4,3,2,2,128,0.6502,6582
0784,4,3,2,3,2,0.7555,3489
0785,4,3,2,3,4,0.7622,3914
0786,4,3,2,3,8,0.7373,4035
0787,4,3,2,3,16,0.7742,4349
0788,4,3,2,3,32,0.7562,5466
0789,4,3,2,3,64,0.7975,6675
0790,4,3,2,3,128,0.7975,6675
0791,4,3,2,4,2,0.8057,4263
0792,4,3,2,4,4,0.7933,4632
0793,4,3,2,4,8,0.7977,4925
0794,4,3,2,4,16,0.7977,4925
0795,4,3,2,4,32,0.7763,6796
0796,4,3,2,4,64,0.7916,8317
0798,4,3,2,5,2,0.7874,5243
0799,4,3,2,5,4,0.8080,5957
0800,4,3,2,5,8,0.8385,6219
0801,4,3,2,5,16,0.8149,6572
0802,4,3,2,5,32,0.7909,8205
0803,4,3,2,5,64,0.7909,8205
0805,4,3,3,1,2,0.8030,2387
0806,4,3,3,1,4,0.6011,2349
0807,4,3,3,1,8,0.6204,2472
0808,4,3,3,1,16,0.5868,2482
0809,4,3,3,1,32,0.5950,3121
0810,4,3,3,1,64,0.5808,3699
0811,4,3,3,1,128,0.6011,5080
0812,4,3,3,2,2,0.8646,3494
0813,4,3,3,2,4,0.6603,3589
0814,4,3,3,2,8,0.6947,3773
0815,4,3,3,2,16,0.6617,4009
0816,4,3,3,2,32,0.6955,4842
0817,4,3,3,2,64,0.7104,6153
0818,4,3,3,2,128,0.7104,6153
0819,4,3,3,3,2,1.0397,4557
0820,4,3,3,3,4,0.7867,4483
0821,4,3,3,3,8,0.7806,4587
0822,4,3,3,3,16,0.8027,5319
0823,4,3,3,3,32,0.7854,6679
0824,4,3,3,3,64,0.7707,8603
0826,4,3,3,4,2,1.0645,5867
0827,4,3,3,4,4,0.8527,5448
0828,4,3,3,4,8,0.8554,5928
0829,4,3,3,4,16,0.8300,6937
0830,4,3,3,4,32,0.8186,8365
0831,4,3,3,4,64,0.8186,8365
0833,4,3,3,5,2,1.0223,6722
0834,4,3,3,5,4,0.8110,6674
0835,4,3,3,5,8,0.8092,7157
0836,4,3,3,5,16,0.8092,7157
0837,4,3,3,5,32,0.8092,7157
0840,4,3,4,1,2,0.5426,2218
0841,4,3,4,1,4,0.5379,2459
0842,4,3,4,1,8,0.5584,2664
0843,4,3,4,1,16,0.5367,2846
0844,4,3,4,1,32,0.5373,3259
0845,4,3,4,1,64,0.5366,4106
0846,4,3,4,1,128,0.5853,6060
0847,4,3,4,2,2,0.6076,3097
0848,4,3,4,2,4,0.5777,3880
0849,4,3,4,2,8,0.5854,3918
0850,4,3,4,2,16,0.6881,4460
0851,4,3,4,2,32,0.5880,5682
0852,4,3,4,2,64,0.6109,7433
0853,4,3,4,2,128,0.6109,7433
0854,4,3,4,3,2,0.7045,4325
0855,4,3,4,3,4,0.7353,4910
0856,4,3,4,3,8,0.7384,5230
0857,4,3,4,3,16,0.7342,5826
0858,4,3,4,3,32,0.7342,5826
0859,4,3,4,3,64,0.7342,5826
0861,4,3,4,4,2,0.7181,5334
0862,4,3,4,4,4,0.7410,5896
0863,4,3,4,4,8,0.7086,6567
0864,4,3,4,4,16,0.7318,7484
0865,4,3,4,4,32,0.7318,7484
0868,4,3,4,5,2,0.7369,6631
0869,4,3,4,5,4,0.7164,7841
0870,4,3,4,5,8,0.7397,7931
0871,4,3,4,5,16,0.7243,8953
0875,4,4,1,1,2,0.6560,2062
0876,4,4,1,1,4,0.6590,2185
0877,4,4,1,1,8,0.6979,2126
0878,4,4,1,1,16,0.8068,2202
0879,4,4,1,1,32,0.6619,2247
0880,4,4,1,1,64,0.7194,2496
0881,4,4,1,1,128,0.6645,2913
0882,4,4,1,2,2,0.7180,3200
0883,4,4,1,2,4,0.7353,3212
0884,4,4,1,2,8,0.8178,3252
0885,4,4,1,2,16,0.7088,3191
0886,4,4,1,2,32,0.7672,3538
0887,4,4,1,2,64,0.7195,3900
0888,4,4,1,2,128,0.7095,4837
0889,4,4,1,3,2,0.8614,3656
0890,4,4,1,3,4,0.8220,3711
0891,4,4,1,3,8,0.8845,3938
0892,4,4,1,3,16,0.8660,3995
0893,4,4,1,3,32,0.8108,4404
0894,4,4,1,3,64,0.8447,4911
0895,4,4,1,3,128,0.9055,6283
0896,4,4,1,4,2,0.8842,4660
0897,4,4,1,4,4,0.8381,4686
0898,4,4,1,4,8,0.8672,5035
0899,4,4,1,4,16,0.8971,4701
0900,4,4,1,4,32,0.8479,5366
0901,4,4,1,4,64,0.8502,6218
0902,4,4,1,4,128,0.8502,6218
0903,4,4,1,5,2,0.8470,4888
0904,4,4,1,5,4,0.8555,5376
0905,4,4,1,5,8,0.8618,5528
0906,4,4,1,5,16,0.8815,5735
0907,4,4,1,5,32,0.8607,6605
0908,4,4,1,5,64,0.9075,7767
0910,4,4,2,1,2,0.6039,2099
0911,4,4,2,1,4,0.6109,2331
0912,4,4,2,1,8,0.6122,2254
0913,4,4,2,1,16,0.5896,2404
0914,4,4,2,1,32,0.6206,2682
0915,4,4,2,1,64,0.6001,3140
0916,4,4,2,1,128,0.6090,3980
0917,4,4,2,2,2,0.6549,3186
0918,4,4,2,2,4,0.7457,3429
0919,4,4,2,2,8,0.6450,3602
0920,4,4,2,2,16,0.7202,3670
0921,4,4,2,2,32,0.6590,4267
0922,4,4,2,2,64,0.6975,5338
0923,4,4,2,2,128,0.6975,5338
0924,4,4,2,3,2,0.7764,3677
0925,4,4,2,3,4,0.7764,3677
0926,4,4,2,3,8,0.7840,4333
0927,4,4,2,3,16,0.7827,4650
0928,4,4,2,3,32,0.7755,5701
0929,4,4,2,3,64,0.7579,6845
0931,4,4,2,4,2,0.8136,4838
0932,4,4,2,4,4,0.7451,5506
0933,4,4,2,4,8,0.8042,6238
0934,4,4,2,4,16,0.7990,5945
0935,4,4,2,4,32,0.8046,7162
0936,4,4,2,4,64,0.8100,8694
0938,4,4,2,5,2,0.7778,5989
0939,4,4,2,5,4,0.8019,6521
0940,4,4,2,5,8,0.7655,6554
0941,4,4,2,5,16,0.8199,7170
0942,4,4,2,5,32,0.8092,8869
0945,4,4,3,1,2,0.8371,2557
0946,4,4,3,1,4,0.6382,2435
0947,4,4,3,1,8,0.6542,2555
0948,4,4,3,1,16,0.6433,2772
0949,4,4,3,1,32,0.6498,3240
0950,4,4,3,1,64,0.6031,3805
0951,4,4,3,1,128,0.6337,5226
0952,4,4,3,2,2,0.8902,3832
0953,4,4,3,2,4,0.8157,4380
0954,4,4,3,2,8,0.7127,4086
0955,4,4,3,2,16,0.7047,4392
0956,4,4,3,2,32,0.6698,5360
0957,4,4,3,2,64,0.7188,6541
0958,4,4,3,2,128,0.7188,6541
0959,4,4,3,3,2,1.0455,5019
0960,4,4,3,3,4,0.8183,4817
0961,4,4,3,3,8,0.7939,5050
0962,4,4,3,3,16,0.7946,6101
0963,4,4,3,3,32,0.7943,7051
0964,4,4,3,3,64,0.7943,7051
0966,4,4,3,4,2,1.0803,6275
0967,4,4,3,4,4,0.8003,6269
0968,4,4,3,4,8,0.8329,6598
0969,4,4,3,4,16,0.8329,6598
0970,4,4,3,4,32,0.8329,6598
0974,4,4,3,5,4,0.8774,8076
0975,4,4,3,5,8,0.8149,7701
0976,4,4,3,5,16,0.8420,9087
0980,4,4,4,1,2,0.5679,2358
0981,4,4,4,1,4,0.5600,2514
0982,4,4,4,1,8,0.5576,2731
0983,4,4,4,1,16,0.5750,3050
0984,4,4,4,1,32,0.5765,3454
0985,4,4,4,1,64,0.5666,4308
0986,4,4,4,1,128,0.6029,6141
0987,4,4,4,2,2,0.6630,3662
0988,4,4,4,2,4,0.6406,4210
0989,4,4,4,2,8,0.6450,4352
0990,4,4,4,2,16,0.7024,4882
0991,4,4,4,2,32,0.7024,4882
0992,4,4,4,2,64,0.7024,4882
0994,4,4,4,3,2,0.7348,4359
0995,4,4,4,3,4,0.7177,5456
0996,4,4,4,3,8,0.7714,5604
0997,4,4,4,3,16,0.7147,6423
0998,4,4,4,3,32,0.7543,8193
0999,4,4,4,3,64,0.7543,8193
1001,4,4,4,4,2,0.7285,6058
1002,4,4,4,4,4,0.7388,7250
1003,4,4,4,4,8,0.7665,6970
1004,4,4,4,4,16,0.7446,8267
1005,4,4,4,4,32,0.7655,10476
1008,4,4,4,5,2,0.7818,6956
1009,4,4,4,5,4,0.7808,7985
1010,4,4,4,5,8,0.7451,8537
1011,4,4,4,5,16,0.7265,9671
1015,4,5,1,1,2,0.8213,2301
1016,4,5,1,1,4,0.8999,2419
1017,4,5,1,1,8,0.8352,2368
1018,4,5,1,1,16,0.8306,2593
1019,4,5,1,1,32,0.8445,2562
1020,4,5,1,1,64,0.8358,2805
1021,4,5,1,1,128,0.7718,3112
1022,4,5,1,2,2,1.0395,3042
1023,4,5,1,2,4,1.0961,3216
1024,4,5,1,2,8,1.0101,3244
1025,4,5,1,2,16,1.1087,3364
1026,4,5,1,2,32,1.0216,3689
1027,4,5,1,2,64,1.0337,4119
1028,4,5,1,2,128,1.0374,4848
1029,4,5,1,3,2,1.0733,4106
1030,4,5,1,3,4,1.0584,4414
1031,4,5,1,3,8,1.0737,4411
1032,4,5,1,3,16,1.0618,4748
1033,4,5,1,3,32,1.0546,5399
1034,4,5,1,3,64,1.0546,5399
1035,4,5,1,3,128,1.0546,5399
1036,4,5,1,4,2,1.0875,5205
1037,4,5,1,4,4,1.0837,5375
1038,4,5,1,4,8,1.1482,5308
1039,4,5,1,4,16,1.0978,5701
1040,4,5,1,4,32,1.0742,6254
1041,4,5,1,4,64,1.0774,7141
1043,4,5,1,5,2,1.1096,6015
1045,4,5,1,5,8,1.1033,6821
1046,4,5,1,5,16,1.0850,6717
1047,4,5,1,5,32,1.0565,7583
1048,4,5,1,5,64,1.0920,8501
1050,4,5,2,1,2,0.8039,2421
1051,4,5,2,1,4,0.8338,2636
1052,4,5,2,1,8,0.8648,2533
1053,4,5,2,1,16,0.7482,2656
1054,4,5,2,1,32,0.7618,3039
1055,4,5,2,1,64,0.7585,3361
1056,4,5,2,1,128,0.7661,4208
1057,4,5,2,2,2,1.0257,3287
1058,4,5,2,2,4,0.9840,3551
1059,4,5,2,2,8,0.9639,3767
1060,4,5,2,2,16,1.0054,4008
1061,4,5,2,2,32,0.9894,4594
1062,4,5,2,2,64,0.9371,5778
1063,4,5,2,2,128,0.9371,5778
1064,4,5,2,3,2,1.0007,4406
1065,4,5,2,3,4,0.9876,5043
1066,4,5,2,3,8,0.9649,5595
1067,4,5,2,3,16,0.9749,5860
1068,4,5,2,3,32,1.0049,6959
1069,4,5,2,3,64,1.0247,7668
1070,4,5,2,3,128,1.0247,7668
1071,4,5,2,4,2,0.9800,5484
1072,4,5,2,4,4,1.0191,6615
1073,4,5,2,4,8,0.9976,6324
1074,4,5,2,4,16,1.0190,6858
1075,4,5,2,4,32,1.0283,7985
1076,4,5,2,4,64,1.0283,7985
1078,4,5,2,5,2,1.0094,6828
1079,4,5,2,5,4,1.0094,6828
1080,4,5,2,5,8,1.0322,7906
1081,4,5,2,5,16,1.0239,8392
1082,4,5,2,5,32,1.0020,10029
1085,4,5,3,1,2,0.9647,2660
1086,4,5,3,1,4,0.7663,2837
1087,4,5,3,1,8,0.7959,2951
1088,4,5,3,1,16,0.7631,2939
1089,4,5,3,1,32,0.8024,3400
1090,4,5,3,1,64,0.7552,4168
1091,4,5,3,1,128,0.8040,5503
1092,4,5,3,2,2,1.2420,4018
1093,4,5,3,2,4,1.0375,4058
1094,4,5,3,2,8,1.0309,4182
1095,4,5,3,2,16,0.9774,4598
1096,4,5,3,2,32,1.0306,5478
1097,4,5,3,2,64,0.9888,6847
1098,4,5,3,2,128,0.9888,6847
1099,4,5,3,3,2,1.2725,5671
1100,4,5,3,3,4,1.0449,6210
1101,4,5,3,3,8,1.0113,6120
1102,4,5,3,3,16,1.0113,6120
1103,4,5,3,3,32,1.0507,7780
1104,4,5,3,3,64,1.0507,7780
1107,4,5,3,4,4,1.0354,7151
1108,4,5,3,4,8,1.0197,7410
1109,4,5,3,4,16,1.0161,8507
1110,4,5,3,4,32,1.0282,9990
1114,4,5,3,5,4,1.0689,8536
1115,4,5,3,5,8,1.0295,8855
1120,4,5,4,1,2,0.7955,2597
1121,4,5,4,1,4,0.7906,2930
1122,4,5,4,1,8,0.8121,3117
1123,4,5,4,1,16,0.7142,3232
1124,4,5,4,1,32,0.7399,3861
1125,4,5,4,1,64,0.7399,3861
1126,4,5,4,1,128,0.7605,6374
1127,4,5,4,2,2,0.9553,3686
1128,4,5,4,2,4,0.9467,4173
1129,4,5,4,2,8,0.9471,4524
1130,4,5,4,2,16,0.9288,4890
1131,4,5,4,2,32,0.9173,6383
1132,4,5,4,2,64,0.9245,7960
1134,4,5,4,3,2,0.9358,5143
1135,4,5,4,3,4,0.9896,6165
1136,4,5,4,3,8,0.9131,6361
1137,4,5,4,3,16,0.9167,7545
1138,4,5,4,3,32,0.9342,8876
1139,4,5,4,3,64,0.9342,8876
1141,4,5,4,4,2,0.9295,6701
1142,4,5,4,4,4,0.9421,8406
1143,4,5,4,4,8,0.9479,8152
1144,4,5,4,4,16,0.9479,8152
1148,4,5,4,5,2,0.9795,7985
1149,4,5,4,5,4,1.0149,9308
1150,4,5,4,5,8,0.9393,9509
1155,8,1,1,1,2,0.5071,1367
1156,8,1,1,1,4,0.5096,1260
1157,8,1,1,1,8,0.5164,1341
1158,8,1,1,1,16,0.4990,1459
1159,8,1,1,1,32,0.5245,1648
1160,8,1,1,1,64,0.5056,1826
1161,8,1,1,1,128,0.5608,2204
1162,8,1,1,2,2,0.6234,1909
1163,8,1,1,2,4,0.6201,2077
1164,8,1,1,2,8,0.6022,2037
1165,8,1,1,2,16,0.6120,2229
1166,8,1,1,2,32,0.6498,2446
1167,8,1,1,2,64,0.6054,2883
1168,8,1,1,2,128,0.6031,3668
1169,8,1,1,3,2,0.6372,2214
1170,8,1,1,3,4,0.6734,2460
1171,8,1,1,3,8,0.6514,2547
1172,8,1,1,3,16,0.6183,2742
1173,8,1,1,3,32,0.6200,3065
1174,8,1,1,3,64,0.6471,3850
1175,8,1,1,3,128,0.6622,5180
1176,8,1,1,4,2,0.6683,2667
1177,8,1,1,4,4,0.7172,2813
1178,8,1,1,4,8,0.6582,2776
1179,8,1,1,4,16,0.7373,3143
1180,8,1,1,4,32,0.6487,3655
1181,8,1,1,4,64,0.6929,4465
1182,8,1,1,4,128,0.6572,6435
1183,8,1,1,5,2,0.7009,2886
1184,8,1,1,5,4,0.6775,3262
1185,8,1,1,5,8,0.6966,3476
1186,8,1,1,5,16,0.6646,3782
1187,8,1,1,5,32,0.6904,4465
1188,8,1,1,5,64,0.6904,4465
1189,8,1,1,5,128,0.6904,4465
1190,8,1,2,1,2,0.4717,1508
1191,8,1,2,1,4,0.4546,1537
1192,8,1,2,1,8,0.4503,1645
1193,8,1,2,1,16,0.4538,1750
1194,8,1,2,1,32,0.4539,2172
1195,8,1,2,1,64,0.4545,2573
1196,8,1,2,1,128,0.5051,3415
1197,8,1,2,2,2,0.5886,2040
1198,8,1,2,2,4,0.5790,2335
1199,8,1,2,2,8,0.5560,2543
1200,8,1,2,2,16,0.5592,2693
1201,8,1,2,2,32,0.5504,3430
1202,8,1,2,2,64,0.5719,4069
1203,8,1,2,2,128,0.5699,5936
1204,8,1,2,3,2,0.6332,2697
1205,8,1,2,3,4,0.6387,3140
1206,8,1,2,3,8,0.5889,3231
1207,8,1,2,3,16,0.6264,3603
1208,8,1,2,3,32,0.5835,4523
1209,8,1,2,3,64,0.5666,5644
1210,8,1,2,3,128,0.5666,5644
1211,8,1,2,4,2,0.6515,3157
1212,8,1,2,4,4,0.7136,3617
1213,8,1,2,4,8,0.7584,3895
1214,8,1,2,4,16,0.6378,4360
1215,8,1,2,4,32,0.6144,5567
1216,8,1,2,4,64,0.6935,7239
1217,8,1,2,4,128,0.6935,7239
1218,8,1,2,5,2,0.6236,3481
